Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2014-09-07,2014090712,4,1,1.0,03:14,4,2894.0,11.0,DEN,46.0,54.0,10,44,0.0,0.0,DEN,IND,(3:14) M.Ball up the middle to DEN 46 for no gain (A.Jones).,1,0,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,M.Ball,00-0030522,1,middle,,,None,0,,,,A.Jones,,,,0,,,0,0,,0,,,,0,3.0,0.0,3.0,3.0,DEN,IND,0,None,3,3,3,3,3,0.014205224233198175,0.09249207545731104,0.0007028431323874804,0.1403103264426581,0.30396076657808385,0.003394221188305009,0.4449345429680564,0.0,0.0,2.7721583451519414,-0.6159126017172825,,,0.6742956214424473,0.32570437855755274,0.6500856276723067,0.3499143723276933,0.6742956214424473,-0.024209993770140548,,,2014
2014-10-26,2014102612,20,4,2.0,00:35,1,35.0,36.0,GB,16.0,84.0,10,4,0.0,0.0,GB,NO,(:35) (Shotgun) D.Harris left guard to GB 20 for 4 yards (K.Edebali).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,D.Harris,00-0028409,1,left,guard,,None,0,,,,K.Edebali,,,,0,,,0,0,,0,,,,0,23.0,44.0,-21.0,21.0,NO,GB,0,None,1,2,1,2,1,0.7579615131403892,0.05187417171381984,0.004567394286351203,0.03760032272412859,0.07872312014147416,0.0004270990129246567,0.06884637898091234,0.0,0.0,0.2909886485335962,0.0,,,0.9891357839612198,0.010864216038780235,1.0,0.0,0.010864216038780235,-0.010864216038780235,,,2014
2013-09-29,2013092906,10,2,1.0,04:58,5,2098.0,41.0,MIN,5.0,5.0,5,83,1.0,0.0,PIT,MIN,(4:58) L.Bell up the middle to MIN 3 for 2 yards (C.Greenway).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,L.Bell,00-0030496,1,middle,,,None,0,,,,C.Greenway,,,,0,,,0,0,,0,,,,0,7.0,17.0,-10.0,10.0,MIN,PIT,0,None,2,3,2,3,2,0.046616074552165744,0.009887567500158631,9.495460186597777e-06,0.01154721674630776,0.2287803431443509,0.001573250897496415,0.7015860516993339,0.0,0.0,5.49007768247838,-0.1377684048142509,,,0.6662173523449086,0.3337826476550914,0.6725089679096588,0.32749103209034136,0.3337826476550914,-0.0062916155647500535,,,2013
2011-11-13,2011111313,25,4,1.0,02:19,3,139.0,8.0,NE,44.0,44.0,10,18,0.0,0.0,NYJ,NE,"(2:19) (No Huddle, Shotgun) M.Sanchez pass incomplete short right to L.Tomlinson.",1,0,0,0,,,,0,0,,Pass,M.Sanchez,00-0026898,1,Incomplete Pass,Short,4,0,0,right,0,,,None,0,,,L.Tomlinson,00-0020536,0,,,,,,,,0,,,0,0,,0,,,,0,16.0,36.0,-20.0,20.0,NYJ,NE,0,None,3,3,2,3,2,0.33242931699576306,0.04405943892870603,0.00018044533626548212,0.0643696706590014,0.22360837567831413,0.0020354247408608398,0.3333173276610891,0.0,0.0,2.424990368072629,-0.42797197350159494,-0.060073172921997216,-0.3678988005795978,0.0052523343693366776,0.9947476656306632,0.004461761014264253,0.9955382389857356,0.0052523343693366776,-0.0007905733550724239,-0.0004002607860710168,-0.0003903125690014071,2011
2009-11-29,2009112906,16,3,1.0,08:29,9,1409.0,5.0,PHI,21.0,79.0,10,1,0.0,0.0,PHI,WAS,(8:29) (Shotgun) L.McCoy up the middle to PHI 22 for 1 yard (B.Orakpo).,1,1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,L.McCoy,00-0027029,1,middle,,,None,0,,,,B.Orakpo,,,,0,,,0,0,,0,,,,0,16.0,21.0,-5.0,5.0,PHI,WAS,0,None,3,3,3,3,3,0.00710881840221152,0.1730611595383189,0.005983070476250474,0.2666606218485046,0.21896947655739013,0.0035338189068041866,0.3246830342705201,0.0,0.0,0.5389833348724302,-0.6132858777268986,,,0.33206983971129783,0.6679301602887022,0.3094787479898154,0.6905212520101847,0.33206983971129783,-0.02259109172148244,,,2009
2016-10-20,2016102000,6,2,2.0,07:33,8,2253.0,37.0,GB,29.0,71.0,8,26,0.0,0.0,GB,CHI,(7:33) (Shotgun) A.Rodgers pass short left to D.Adams pushed ob at GB 34 for 5 yards (D.Bausby).,1,5,0,0,,,,0,0,,Pass,A.Rodgers,00-0023459,1,Complete,Short,4,1,0,left,0,,,None,0,,,D.Adams,00-0031381,1,,,,D.Bausby,,,,0,,,0,0,,0,,,,0,3.0,0.0,3.0,3.0,GB,CHI,0,None,2,2,3,2,3,0.23002595196361186,0.1258240692090934,0.002964474602066012,0.18659842172453264,0.18446595733119933,0.0029326729806383955,0.26718845218885834,0.0,0.0,0.7399922743737426,0.09425598002335712,-0.11139991261818727,0.2056558926415444,0.5969397989065912,0.4030602010934088,0.6024609499944511,0.3975390500055489,0.5969397989065912,0.005521151087859888,-0.003525912237653861,0.009047063325513749,2016
2011-10-30,2011103002,8,2,4.0,12:18,13,2538.0,7.0,IND,44.0,44.0,6,4,0.0,1.0,TEN,IND,"(12:18) (Punt formation) B.Kern punts 30 yards to IND 14, Center-K.Amato. B.White to IND 16 for 2 yards (P.Bailey; A.Ayers).",1,2,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,B.White,,P.Bailey,A.Ayers,,,0,,,0,0,,0,,,,0,3.0,0.0,3.0,3.0,TEN,IND,0,None,3,3,3,3,3,0.07054759713081339,0.13733316340050672,0.001519480931505415,0.2041355900399908,0.3757593807653022,0.0057746147435532745,0.2049301729883283,0.0,0.0,0.729351000356845,-0.9570489852366584,,,0.5900246992200006,0.40997530077999933,0.6131475449635204,0.3868524550364796,0.5900246992200006,0.02312284574351986,,,2011
2015-11-02,2015110200,6,1,2.0,03:55,4,2935.0,39.0,CAR,5.0,95.0,9,8,0.0,0.0,CAR,IND,"(3:55) (No Huddle, Shotgun) C.Newton left guard to CAR 12 for 7 yards (M.Adams). Indianapolis challenged the runner was down by contact ruling, and the play was Upheld. The ruling on the field was confirmed. (Timeout #1.)",1,7,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,,00-0027939,1,,,,None,0,,,,M.Adams,,,,0,,,0,1,Upheld,0,,,,0,10.0,0.0,10.0,10.0,CAR,IND,1,IND,3,3,3,3,2,0.02636419034351667,0.2470846724179043,0.019059092163841343,0.3749858199857839,0.1282946475907651,0.003324398291406112,0.20088717920678265,0.0,0.0,-1.606529947679297,0.699872177853518,,,0.7629289856718612,0.2370710143281388,0.7899677520114743,0.2100322479885257,0.7629289856718612,0.02703876633961311,,,2015
2009-11-12,2009111200,16,3,1.0,02:35,3,1055.0,26.0,SF,41.0,41.0,10,30,0.0,0.0,CHI,SF,(2:35) J.Cutler pass incomplete deep right to K.Davis [J.Smith].,1,0,0,0,,,,0,0,,Pass,J.Cutler,00-0024226,1,Incomplete Pass,Deep,26,0,1,right,0,,,None,0,,,K.Davis,00-0026298,0,,,,,,,,0,,,0,0,,0,,,,0,6.0,7.0,-1.0,1.0,SF,CHI,0,None,3,3,3,3,3,0.0115776041921996,0.06303384988128201,0.00021826026652383063,0.09529908788988492,0.3375909698155184,0.003139613062117448,0.4891406148924738,0.0,0.0,3.5864047544120186,-0.5210705382927436,0.9940505389405944,-1.515121077233338,0.4348240247794687,0.5651759752205313,0.4535802501982478,0.5464197498017522,0.5651759752205313,-0.018756225418779082,0.03697066135767346,-0.055726886776452544,2009
2015-10-04,2015100408,8,2,1.0,13:11,14,2591.0,25.0,SD,28.0,72.0,10,35,0.0,1.0,SD,CLE,(13:11) (Shotgun) M.Gordon left tackle to CLE 49 for 23 yards (J.Gilbert).,1,23,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,M.Gordon,00-0032144,1,left,tackle,,None,0,,,,J.Gilbert,,,,0,,,0,0,,0,,,,0,7.0,10.0,-3.0,3.0,SD,CLE,0,None,3,3,3,3,3,0.06967406114647788,0.13634059564471804,0.0030602508444634345,0.205009978918068,0.23309230753089605,0.0032716682042128885,0.34955113771116364,0.0,0.0,1.3024660819297023,1.7741403648906768,,,0.4192205598256045,0.5807794401743955,0.4730537216494923,0.5269462783505077,0.4192205598256045,0.05383316182388781,,,2015
2009-09-13,2009091301,13,3,3.0,06:59,7,1319.0,35.0,BAL,50.0,50.0,8,24,0.0,1.0,BAL,KC,"(6:59) (No Huddle, Shotgun) J.Flacco pass short middle to T.Heap to KC 40 for 10 yards (D.Johnson).",1,10,0,0,,,,0,0,,Pass,J.Flacco,00-0026158,1,Complete,Short,10,0,0,middle,0,,,None,0,,,T.Heap,00-0020516,1,,,,D.Johnson,,,,0,,,0,0,,0,,,,0,10.0,13.0,-3.0,3.0,BAL,KC,0,None,3,3,3,3,3,0.0061552139997533215,0.12435686539507727,0.0012487493377964555,0.19439629798715286,0.3321246483807655,0.004643280280146073,0.3370749446193086,0.0,0.0,1.6288429372668545,1.9952316175654825,1.9952316175654825,0.0,0.4364291824773126,0.5635708175226875,0.5008751710306916,0.4991248289693085,0.4364291824773126,0.06444598855337896,0.06444598855337896,0.0,2009
2014-12-28,2014122810,6,2,,05:45,6,2145.0,2.0,TB,2.0,2.0,0,80,0.0,0.0,NO,TB,"S.Graham extra point is GOOD, Center-J.Drescher, Holder-L.McCown.",1,0,1,0,Made,,,0,0,,Extra Point,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,6.0,10.0,-4.0,4.0,TB,NO,0,None,3,2,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907954004544308,0.0,0.9907954004544308,0.00920459954556907,,,0.5850781581030192,0.4149218418969808,0.5922473091798609,0.4077526908201391,0.4149218418969808,-0.007169151076841684,,,2014
2011-12-11,2011121110,24,4,,06:41,7,401.0,42.0,ARI,33.0,33.0,0,20,0.0,0.0,,,Timeout #2 by ARI at 06:41.,1,0,0,0,,,,0,0,,Timeout,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,,,,,ARI,SF,1,ARI,2,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,2011
2014-10-12,2014101210,15,3,3.0,04:26,5,1166.0,38.0,WAS,15.0,15.0,12,69,0.0,0.0,ARI,WAS,"(4:26) (Shotgun) C.Palmer pass incomplete short left. Ball thrown away by Palmer.  Penalty on ARI-J.Veldheer, Offensive Holding, declined.",1,0,0,0,,,,0,0,,Pass,C.Palmer,00-0021429,1,Incomplete Pass,Short,15,0,0,left,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,14.0,13.0,1.0,1.0,ARI,WAS,0,None,2,2,3,2,3,0.004152904476160819,0.039205002481480566,8.893038983939112e-05,0.06416750241409894,0.5773035211623427,0.0037567353857371373,0.3113254036903404,0.0,0.0,3.3517364749680727,-0.6135828095357256,3.6482635250319273,-4.261846334567654,0.6418492082136243,0.3581507917863757,0.6188847914009902,0.3811152085990098,0.6418492082136243,-0.02296441681263417,0.13045428729509212,-0.1534187041077263,2014
2015-09-20,2015092000,4,1,1.0,08:53,9,3233.0,0.0,CAR,29.0,29.0,10,53,0.0,0.0,HOU,CAR,"(8:53) (No Huddle, Shotgun) J.Grimes right guard to CAR 25 for 4 yards (T.Davis).",1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Grimes,00-0029510,1,right,guard,,None,0,,,,T.Davis,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,CAR,HOU,0,None,2,3,2,3,2,0.0017966809836452086,0.04455835581356861,7.513826994877306e-05,0.06821742114441301,0.364826200949142,0.0029486269654075852,0.5175775758738748,0.0,0.0,4.11207159590387,-0.13552379891775246,,,0.3957107839062891,0.6042892160937109,0.398919643309389,0.601080356690611,0.6042892160937109,-0.0032088594030998947,,,2015
2010-12-02,2010120200,18,4,4.0,03:04,4,184.0,5.0,HOU,46.0,46.0,11,-1,0.0,1.0,PHI,HOU,"(3:04) S.Rocca punts 35 yards to HOU 11, Center-J.Dorenbos, fair catch by J.Jones.",1,0,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,Fair Catch,J.Jones,,,,,,0,,,0,0,,0,,,,0,34.0,24.0,10.0,10.0,PHI,HOU,0,None,3,3,0,3,0,0.4206547866740981,0.0903021091486938,0.001101535194276418,0.12922380504599826,0.2378364471074593,0.003584764092242065,0.1172965527372322,0.0,0.0,0.36407870551086574,-0.3304885184333788,,,0.9427908649343488,0.05720913506565117,0.9424516880132868,0.057548311986713285,0.9427908649343488,-0.00033917692106211206,,,2010
2011-12-04,2011120406,11,3,2.0,11:37,12,1597.0,355.0,NO,17.0,17.0,1,67,0.0,0.0,DET,NO,"(11:37) (Shotgun) M.Stafford pass short right to N.Burleson pushed ob at NO 12 for 5 yards (T.Porter). Pass 3, YAC 2",1,5,0,0,,,,0,0,,Pass,M.Stafford,00-0026498,1,Complete,Short,3,2,0,right,0,,,None,0,,,N.Burleson,00-0021999,1,,,,T.Porter,,,,0,,,0,0,,0,,,,0,27.0,45.0,-18.0,18.0,NO,DET,0,None,3,3,3,3,3,0.0006446071371658266,0.026383107741498057,3.320066919890821e-05,0.03953083804719277,0.3692005241305138,0.0024102289906451344,0.5617974932837855,0.0,0.0,4.689072892466088,-3.698277492011657,-0.1160026798301388,-3.5822748121815184,0.8859196503418307,0.11408034965816925,0.9253918448916858,0.07460815510831419,0.11408034965816925,-0.03947219454985506,-0.0017282327508099519,-0.03774396179904512,2011
2013-09-15,2013091502,3,1,1.0,06:54,7,3114.0,28.0,CAR,44.0,56.0,10,14,0.0,0.0,CAR,BUF,(6:54) (Shotgun) C.Newton right tackle to CAR 46 for 2 yards (A.Williams).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Newton,00-0027939,1,right,tackle,,None,0,,,,A.Williams,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,BUF,CAR,0,None,3,3,3,3,3,0.006248848024542895,0.099740362063436,0.0008580216075866888,0.15261651077383392,0.2999402747197644,0.003496031881921099,0.4370999509289149,0.0,0.0,2.597259839603221,-0.36969354912541386,,,0.4271020882479707,0.5728979117520293,0.4382925161188599,0.5617074838811401,0.5728979117520293,-0.011190427870889195,,,2013
2012-12-09,2012120903,12,3,1.0,10:01,11,1501.0,48.0,TEN,18.0,18.0,10,62,0.0,0.0,IND,TEN,(10:01) (Run formation) A.Luck pass incomplete short left to R.Wayne.,1,0,0,0,,,,0,0,,Pass,A.Luck,00-0029668,1,Incomplete Pass,Short,15,0,0,left,0,,,None,0,,,R.Wayne,00-0020498,0,,,,,,,,0,,,0,0,,0,,,,0,7.0,19.0,-12.0,12.0,IND,TEN,0,None,3,3,3,3,3,0.0009668007225527476,0.031059549153884706,2.6973090779087224e-05,0.047596853539612315,0.3819720980553456,0.0026629827597692587,0.5357147426780563,0.0,0.0,4.474834890011469,-0.4281724408177405,0.6952653487733205,-1.123437789591061,0.23255698580241144,0.7674430141975885,0.21987475822185526,0.7801252417781448,0.23255698580241144,-0.01268222758055623,0.021307341826472148,-0.03398956940702838,2012
2011-10-30,2011103010,23,4,4.0,01:23,2,83.0,0.0,CIN,34.0,66.0,11,-1,0.0,1.0,CIN,SEA,"(1:23) K.Huber punts 37 yards to SEA 29, Center-C.Harris. L.Washington to SEA 41 for 12 yards (V.Rey).",1,12,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,L.Washington,,V.Rey,,,,0,,,0,0,,0,,,,0,26.0,12.0,14.0,14.0,SEA,CIN,0,None,2,0,2,0,2,0.7010761943801656,0.08024526599241122,0.0030504872692790077,0.05535694432869604,0.0912806701773879,0.000866020971185363,0.0681244168808749,0.0,0.0,0.11810958782399468,-1.5795575329067677,,,0.005276727086768075,0.994723272913232,0.006246095146314579,0.9937539048536854,0.994723272913232,-0.0009693680595465047,,,2011
2009-12-13,2009121310,3,1,1.0,07:10,8,3130.0,37.0,STL,28.0,72.0,10,29,0.0,0.0,STL,TEN,(7:10) K.Null pass short left to R.McMichael to STL 32 for 4 yards (C.Finnegan).,1,4,0,0,,,,0,0,,Pass,K.Null,00-0027131,1,Complete,Short,2,2,0,left,0,,,None,0,,,R.McMichael,00-0021236,1,,,,C.Finnegan,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,TEN,STL,0,None,3,3,3,3,3,0.008505253659487991,0.1485757465911736,0.0033612360798518964,0.2280141131355143,0.24544015293788035,0.003575186156150217,0.3625283114399416,0.0,0.0,1.2326205073237084,-0.09327567889797272,-0.4412519559220833,0.3479762770241106,0.469495882839897,0.5305041171601029,0.4715869998871456,0.5284130001128544,0.5305041171601029,-0.002091117047248625,-0.012979264373117584,0.010888147325868958,2009
2011-10-23,2011102304,4,1,1.0,00:51,1,2751.0,31.0,CAR,49.0,49.0,10,55,0.0,1.0,WAS,CAR,(:51) T.Hightower left end to CAR 32 for 17 yards (A.Applewhite).,1,17,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,T.Hightower,00-0026289,1,left,end,,None,0,,,,A.Applewhite,,,,0,,,0,0,,0,,,,0,0.0,3.0,-3.0,3.0,CAR,WAS,0,None,3,3,3,3,3,0.021822489534961003,0.07886872939164141,0.00044213724732067246,0.1189103069685782,0.3153086693609403,0.003252966183621424,0.4613947013129372,0.0,0.0,3.112332238191011,0.8987232856524794,,,0.5225228898502973,0.4774771101497027,0.4972245779110561,0.5027754220889439,0.4774771101497027,0.025298311939241147,,,2011
2011-10-02,2011100200,16,3,,15:00,15,1800.0,2.0,BUF,35.0,35.0,0,0,0.0,,CIN,BUF,"R.Lindell kicks 73 yards from BUF 35 to CIN -8. B.Tate, Touchback.",1,0,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,Touchback,,,,,,,0,,,0,0,,0,,,,0,3.0,16.0,-13.0,13.0,CIN,BUF,0,None,3,3,3,3,3,0.0015063265025897466,0.1797487862643072,0.006639108378448643,0.28113770607073496,0.2137001434842492,0.0035923127788396844,0.3136756165208305,0.0,0.0,0.32352585361127617,0.0,,,0.1283767482529914,0.8716232517470086,0.1283767482529914,0.8716232517470086,0.1283767482529914,0.0,,,2011
2015-11-08,2015110810,2,1,3.0,09:01,10,3241.0,39.0,PHI,17.0,17.0,9,84,0.0,0.0,DAL,PHI,(9:01) (Shotgun) M.Cassel pass short middle to T.Williams to PHI 9 for 8 yards (C.Maragos; N.Carroll). Pass complete on a crossing pattern.,1,8,0,0,,,,0,0,,Pass,M.Cassel,00-0023662,1,Complete,Short,7,1,0,middle,0,,,None,0,,,T.Williams,00-0030542,1,,,,C.Maragos,N.Carroll,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,DAL,PHI,0,None,3,3,3,3,3,0.0014727183740214176,0.0418361760624117,0.00010341883789497452,0.06863804538535558,0.5559061296591347,0.0037103032795905854,0.3283332084015911,0.0,0.0,3.3672897707872087,-0.4916540645599876,-0.018917614380397296,-0.4727364501795903,0.5940273164630742,0.4059726835369257,0.5638052998846299,0.4361947001153701,0.5940273164630742,-0.03022201657844425,-0.00044292071299711916,-0.029779095865447136,2015
2016-09-11,2016091112,3,1,3.0,06:22,7,3082.0,4.0,NE,47.0,47.0,7,42,0.0,0.0,ARI,NE,(6:22) (Shotgun) C.Palmer pass incomplete deep left to J.Nelson.,1,0,0,0,,,,0,0,,Pass,C.Palmer,00-0021429,1,Incomplete Pass,Deep,19,0,0,left,0,,,None,0,,,J.Nelson,00-0032112,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,7.0,-7.0,7.0,ARI,NE,0,None,3,3,3,3,3,0.006628658260601908,0.11219931324340887,0.0009895927923099872,0.17535857329059504,0.3500167929029359,0.0044698519975605155,0.3503372175125877,0.0,0.0,1.9452634669430309,-1.6145183540931158,2.220588194290234,-3.8351065483833504,0.3335987027043473,0.6664012972956527,0.2800802677966711,0.7199197322033288,0.3335987027043473,-0.053518434907676216,0.0745092908269116,-0.12802772573458782,2016
2014-11-06,2014110600,12,2,2.0,03:48,4,2028.0,5.0,CIN,10.0,90.0,20,-5,0.0,0.0,CIN,CLE,(3:48) (Shotgun) R.Burkhead up the middle to CIN 15 for 5 yards (K.Dansby; C.Kirksey).,1,5,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,R.Burkhead,00-0030288,1,middle,,,None,0,,,,K.Dansby,C.Kirksey,,,0,,,0,0,,0,,,,0,3.0,17.0,-14.0,14.0,CIN,CLE,0,None,2,2,1,2,1,0.4919947006946584,0.12337548674033146,0.008423566748730044,0.18426964659997566,0.08011363652563755,0.0017590431675969026,0.11006391952307007,0.0,0.0,-0.6625546873446868,-0.15693278948700673,,,0.109108149737254,0.8908918502627459,0.10619256619778636,0.8938074338022136,0.109108149737254,-0.002915583539467637,,,2014
2016-11-24,2016112401,2,1,3.0,05:18,6,3018.0,45.0,DAL,26.0,26.0,17,50,0.0,0.0,WAS,DAL,(5:18) (Shotgun) K.Cousins pass short right to J.Crowder to DAL 25 for 1 yard (J.Durant). Pass complete on a bubble screen.,1,1,0,0,,,,0,0,,Pass,K.Cousins,00-0029604,1,Complete,Short,-3,4,0,right,0,,,None,0,,,J.Crowder,00-0031941,1,,,,J.Durant,,,,0,,,0,0,,0,,,,0,0.0,7.0,-7.0,7.0,DAL,WAS,0,None,3,3,3,3,3,0.004869124001547981,0.0618461431644962,0.00022510707914639663,0.10070107119211323,0.5212456199472779,0.0046089964004074075,0.3065039382150107,0.0,0.0,2.8275862781511494,-0.8112723303419518,-1.0241362855621865,0.2128639552202345,0.6373685337588586,0.3626314662411414,0.6811761044767595,0.3188238955232406,0.3626314662411414,-0.04380757071790081,-0.0349784164129569,-0.00882915430494391,2016
2014-11-16,2014111600,16,3,1.0,05:02,6,1202.0,9.0,ATL,14.0,86.0,10,2,0.0,0.0,ATL,CAR,(5:02) D.Freeman left guard to ATL 16 for 2 yards (L.Kuechly).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,D.Freeman,00-0031285,1,left,guard,,None,0,,,,L.Kuechly,,,,0,,,0,0,,0,,,,0,16.0,3.0,13.0,13.0,CAR,ATL,0,None,3,3,3,3,3,0.018241886172256846,0.19371217230924814,0.010191556947370523,0.29645468413881354,0.19117714445453196,0.003351623748474839,0.2868709322293042,0.0,0.0,-0.08837121332850595,-0.451901327475913,,,0.12186897423565125,0.8781310257643488,0.12888473452227145,0.8711152654777286,0.8781310257643488,-0.00701576028662021,,,2014
2009-11-15,2009111500,2,1,3.0,11:58,12,3418.0,8.0,CAR,22.0,22.0,10,52,0.0,0.0,ATL,CAR,(11:58) (Shotgun) M.Ryan pass short right to J.Snelling to CAR 17 for 5 yards (C.Gamble).,1,5,0,0,,,,0,0,,Pass,M.Ryan,00-0026143,1,Complete,Short,0,5,0,right,0,,,None,0,,,J.Snelling,00-0025631,1,,,,C.Gamble,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,CAR,ATL,0,None,3,3,3,3,3,0.0008581426923741987,0.051767991134543764,0.0001589192932371709,0.08513974082000703,0.5298379024351105,0.00407822188830584,0.3281590817364215,0.0,0.0,3.1431837255067387,-0.5032318939496796,-0.933654895731777,0.43042300178209736,0.41863752557914535,0.5813624744208546,0.43365536690784734,0.5663446330921527,0.5813624744208546,-0.015017841328701988,-0.02965253610961572,0.014634694780913724,2009
2012-01-01,2012010114,3,1,,07:20,8,3140.0,0.0,OAK,35.0,35.0,0,0,0.0,,SD,OAK,S.Janikowski kicks 72 yards from OAK 35 to SD -7. R.Goodman to SD 19 for 26 yards (D.Blackstock).,1,26,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,R.Goodman,,D.Blackstock,,,,0,,,0,0,,0,,,,0,0.0,7.0,-7.0,7.0,OAK,SD,0,None,3,3,3,3,3,0.009534798612575337,0.17566881838299606,0.0064449621082307215,0.2700119542462557,0.2150572009005706,0.003502458866401173,0.3197798068829705,0.0,0.0,0.460655109526068,-0.09653368767488923,,,0.7163217946409098,0.28367820535909016,0.7193085857316968,0.2806914142683032,0.28367820535909016,-0.0029867910907869773,,,2011
2009-10-25,2009102511,25,4,2.0,12:36,13,756.0,35.0,ARI,41.0,41.0,7,8,0.0,0.0,NYG,ARI,(12:36) (Shotgun) E.Manning pass short middle to B.Jacobs to ARI 36 for 5 yards (G.Hayes).,1,5,0,0,,,,0,0,,Pass,E.Manning,00-0022803,1,Complete,Short,2,3,0,middle,0,,,None,0,,,B.Jacobs,00-0023545,1,,,,G.Hayes,,,,0,,,0,0,,0,,,,0,14.0,24.0,-10.0,10.0,NYG,ARI,0,None,3,3,2,3,2,0.04035826050093679,0.0692284281263891,0.0003775225133215833,0.10423864187719016,0.3448833094086201,0.0032231628199242265,0.4376906747536181,0.0,0.0,3.1668201545948937,0.06886430097259355,-0.501426594624248,0.5702908955968415,0.2205237662628408,0.7794762337371592,0.22062976573924675,0.7793702342607534,0.2205237662628408,0.000105999476405938,-0.016025502323711274,0.016131501800117215,2009
2011-09-18,2011091807,24,4,1.0,02:06,3,126.0,8.0,CAR,17.0,83.0,10,4,0.0,0.0,CAR,GB,(2:06) (Shotgun) C.Newton pass short right to D.Williams to CAR 21 for 4 yards (C.Woodson).,1,4,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Complete,Short,4,0,0,right,0,,,None,0,,,D.Williams,00-0024242,1,,,,C.Woodson,,,,0,,,0,0,,0,,,,0,16.0,30.0,-14.0,14.0,CAR,GB,0,None,3,3,2,3,2,0.5746287033653256,0.07683027972132007,0.0033195065547299237,0.1128359406075673,0.09083735634839857,0.001418591752387534,0.14012962165027107,0.0,0.0,0.2292751675754769,-0.046624792783891415,-0.046624792783891415,0.0,0.011137692941100256,0.9888623070588998,0.010147883660095166,0.9898521163399048,0.011137692941100256,-0.0009898092810050902,-0.0009898092810050902,0.0,2011
